order_id,customer_id,product_id,category,amount,order_date,returned,total_amount
O107999,C12209,P242476,Beauty,37,07-02-2025,No,37
O108000,C17327,P244253,Fashion,79,10-11-2024,No,79
O108001,C15593,P220708,Grocery,2,12-12-2024,No,4
O108002,C13672,P246885,Sports,202,13-10-2023,No,404
O108003,C17489,P227621,Fashion,36,30-07-2024,No,36
O108004,C16155,P230001,Sports,34,05-03-2025,No,34
O108005,C15543,P232571,Home,57,13-03-2024,No,57
O108006,C17240,P214220,Toys,48,28-04-2025,No,191
O108007,C14683,P224694,Fashion,5,19-01-2025,No,5
O108008,C11881,P216221,Fashion,85,22-08-2025,No,80
O108009,C14296,P239849,Electronics,887,07-01-2024,No,754
O108010,C10521,P202371,Grocery,5,17-05-2024,No,4
O108011,C11887,P237784,Fashion,90,06-12-2024,No,162
O108012,C12552,P239070,Fashion,14,30-09-2024,No,12
O108013,C13809,P239150,Home,12,16-03-2025,No,10
O108014,C15807,P245375,Fashion,51,15-07-2025,No,51
O108015,C14883,P244220,Fashion,56,02-10-2023,Yes,56
O108016,C17206,P222836,Beauty,7,23-02-2025,No,33
O108017,C14155,P227161,Electronics,283,04-04-2024,Yes,255
O108018,C14673,P221180,Home,74,22-12-2024,No,74
O108019,C14416,P215865,Home,20,03-05-2025,No,18
O108020,C15554,P218825,Beauty,20,04-02-2024,No,20
O108021,C17803,P227275,Fashion,48,14-09-2023,No,48
O108022,C17843,P201017,Beauty,9,07-02-2025,Yes,9
O108023,C13479,P220885,Electronics,488,12-08-2024,No,463
O108024,C16133,P235815,Home,20,11-05-2024,No,34
O108025,C15018,P246260,Fashion,44,27-08-2024,No,42
O108026,C11409,P210260,Home,58,16-07-2025,No,58
O108027,C11694,P246662,Home,85,14-02-2025,No,73
O108028,C14664,P211857,Beauty,58,24-11-2023,No,49
O108029,C15197,P237018,Beauty,30,30-11-2024,No,24
O108030,C17361,P229230,Home,31,02-06-2025,No,56
O108031,C17452,P224769,Fashion,112,07-06-2025,No,95
O108032,C10526,P240159,Beauty,14,15-11-2023,No,14
O108033,C16667,P235214,Grocery,7,07-10-2023,No,6
O108034,C12660,P232492,Fashion,39,07-02-2024,No,39
O108035,C17323,P223507,Electronics,125,15-05-2025,No,125
O108036,C17507,P243479,Fashion,126,04-05-2024,No,113
O108037,C12172,P222679,Home,93,22-10-2024,Yes,88
O108038,C14966,P244887,Fashion,30,23-03-2025,No,25
O108039,C10279,P203687,Toys,6,16-11-2024,No,5
O108040,C12964,P249135,Home,224,28-04-2025,No,671
O108041,C13977,P207864,Fashion,155,10-08-2024,No,132
O108042,C12669,P206127,Grocery,28,11-05-2025,No,28
O108043,C12893,P229473,Electronics,107,30-06-2025,No,322
O108044,C15988,P249704,Electronics,503,13-01-2025,No,2011
O108045,C17825,P213834,Fashion,16,29-12-2024,No,15
O108046,C11751,P208921,Electronics,63,13-12-2023,No,53
O108047,C13981,P228573,Sports,75,20-05-2025,No,71
O108048,C14769,P237876,Fashion,60,22-08-2025,No,51
O108049,C15247,P204266,Sports,23,02-05-2025,No,44
O108050,C12361,P237713,Toys,20,22-08-2024,No,65
O108051,C14427,P208985,Fashion,96,19-04-2025,No,96
O108052,C15269,P222068,Home,41,15-09-2024,No,33
O108053,C16135,P224700,Home,84,16-02-2024,No,84
O108054,C15573,P208366,Toys,16,02-01-2025,No,16
O108055,C14131,P235319,Electronics,628,22-10-2023,No,628
O108056,C11708,P203848,Fashion,78,26-02-2025,No,78
O108057,C15539,P230472,Grocery,20,27-02-2025,No,20
O108058,C17189,P203456,Fashion,61,19-07-2024,No,61
O108059,C16349,P219142,Electronics,363,08-07-2025,No,326
O108060,C12686,P212031,Beauty,20,09-08-2024,Yes,20
O108061,C12895,P220139,Fashion,28,04-05-2025,No,24
O108062,C15475,P220026,Home,105,07-06-2024,Yes,94
O108063,C14535,P240887,Toys,40,14-09-2024,No,36
O108064,C12776,P228777,Beauty,24,09-01-2024,No,17
O108065,C11119,P242930,Home,568,22-11-2024,No,568
O108066,C12988,P201660,Fashion,13,25-09-2024,No,9
O108067,C14259,P227151,Toys,13,05-02-2025,No,13
O108068,C14243,P224613,Sports,32,12-07-2025,No,32
O108069,C17697,P229066,Fashion,27,12-01-2024,No,82
O108070,C16437,P213208,Fashion,82,25-04-2024,No,78
O108071,C10194,P243484,Toys,36,12-10-2023,No,36
O108072,C10662,P245777,Fashion,7,27-04-2025,No,13
O108073,C10479,P219960,Home,414,09-05-2025,No,414
O108074,C14218,P230702,Home,281,01-04-2025,No,561
O108075,C11423,P222842,Electronics,815,11-12-2023,No,693
O108076,C16842,P211727,Fashion,28,27-02-2025,No,28
O108077,C15060,P246689,Toys,16,14-06-2024,No,78
O108078,C17619,P232389,Home,34,26-08-2025,No,34
O108079,C12708,P226804,Home,77,29-03-2025,No,153
O108080,C13175,P213021,Electronics,94,18-01-2024,No,94
O108081,C15874,P244001,Electronics,697,15-01-2025,No,1986
O108082,C15581,P219092,Electronics,333,05-08-2025,No,666
O108083,C13814,P228915,Electronics,98,28-07-2024,No,185
O108084,C12014,P245368,Home,288,05-11-2023,No,576
O108085,C13789,P210501,Home,21,24-04-2025,No,21
O108086,C14805,P241190,Fashion,134,11-05-2025,No,134
O108087,C12443,P215739,Grocery,2,15-01-2024,No,2
O108088,C10911,P243653,Home,177,06-07-2024,No,168
O108089,C15456,P207476,Toys,22,10-11-2024,No,22
O108090,C17148,P207931,Fashion,80,10-02-2025,No,80
O108091,C17766,P213699,Fashion,46,24-07-2024,No,46
O108092,C13213,P202804,Beauty,14,09-01-2024,No,26
O108093,C12364,P248904,Electronics,154,21-06-2025,No,154
O108094,C15830,P249993,Electronics,995,16-04-2024,No,3384
O108095,C13629,P238343,Electronics,239,12-02-2024,No,957
O108096,C15919,P211775,Fashion,96,01-04-2025,No,192
O108097,C17694,P243449,Beauty,34,06-02-2025,No,34
O108098,C15675,P247686,Sports,115,30-01-2024,No,195
O108099,C13472,P245874,Fashion,178,23-04-2024,No,143
O108100,C10680,P231586,Fashion,46,20-08-2025,No,39
O108101,C15429,P200607,Toys,28,01-08-2024,No,25
O108102,C16638,P231629,Electronics,666,03-11-2023,No,1332
O108103,C14651,P237386,Sports,15,04-06-2024,No,13
O108104,C10609,P214089,Grocery,75,06-05-2024,No,150
O108105,C17940,P248336,Fashion,20,04-10-2024,No,20
O108106,C12156,P229708,Electronics,444,24-02-2025,No,444
O108107,C13866,P237025,Grocery,41,03-05-2025,No,41
O108108,C10371,P248699,Fashion,76,11-06-2024,No,136
O108109,C16998,P248562,Fashion,18,04-09-2025,No,17
O108110,C10615,P210223,Home,69,14-02-2024,No,69
O108111,C16911,P249353,Fashion,31,28-04-2024,No,59
O108112,C16010,P222943,Grocery,13,14-02-2025,No,12
O108113,C12253,P221515,Electronics,350,29-12-2023,No,350
O108114,C14942,P229619,Home,214,21-02-2024,No,428
O108115,C14138,P234132,Beauty,51,06-11-2023,No,51
O108116,C10864,P200751,Home,22,29-09-2024,No,22
O108117,C11268,P246005,Beauty,11,29-05-2024,No,17
O108118,C17454,P247476,Grocery,7,19-07-2024,No,11
O108119,C15474,P240313,Toys,2,21-02-2025,No,5
O108120,C10784,P205344,Fashion,32,26-03-2025,No,32
O108121,C14571,P233973,Beauty,14,18-06-2025,No,14
O108122,C14178,P209512,Electronics,292,18-04-2025,No,278
O108123,C15229,P236655,Home,24,18-01-2024,No,24
O108124,C12237,P234098,Electronics,224,02-10-2023,No,190
O108125,C14054,P208622,Sports,99,16-01-2024,No,90
O108126,C14895,P237451,Fashion,85,14-06-2024,No,85
O108127,C10935,P218658,Sports,153,05-10-2024,No,130
O108128,C13980,P236133,Fashion,31,12-02-2025,No,153
O108129,C16394,P217647,Grocery,8,01-03-2025,No,8
O108130,C17891,P220620,Home,15,30-05-2025,No,14
O108131,C12338,P237067,Toys,4,16-01-2025,No,11
O108132,C15764,P203733,Beauty,53,09-01-2024,No,152
O108133,C17368,P229675,Grocery,23,11-12-2023,No,45
O108134,C17964,P201665,Sports,12,08-04-2024,No,36
O108135,C10325,P200860,Sports,221,21-05-2024,No,177
O108136,C11534,P249996,Fashion,52,08-05-2024,No,132
O108137,C13480,P227618,Home,223,16-11-2024,No,190
O108138,C17774,P227916,Fashion,39,10-03-2024,No,39
O108139,C13861,P211681,Electronics,103,31-01-2025,No,93
O108140,C11985,P216520,Sports,53,14-03-2025,Yes,85
O108141,C16060,P222131,Fashion,34,18-05-2025,Yes,28
O108142,C14932,P222878,Home,195,14-06-2025,No,195
O108143,C14603,P211424,Fashion,87,03-12-2024,No,87
O108144,C12778,P238554,Fashion,72,27-11-2023,No,72
O108145,C17768,P226796,Electronics,260,05-07-2024,No,221
O108146,C16215,P209345,Fashion,59,05-07-2024,No,59
O108147,C11270,P227486,Electronics,164,05-04-2024,No,147
O108148,C10640,P222584,Beauty,111,15-10-2024,No,111
O108149,C17891,P226986,Electronics,110,08-02-2024,No,99
O108150,C17083,P211598,Grocery,18,09-05-2024,No,18
O108151,C15974,P208325,Grocery,3,25-08-2024,No,6
O108152,C14703,P218445,Fashion,21,10-08-2025,No,19
O108153,C17754,P237146,Fashion,73,27-06-2025,No,73
O108154,C16054,P243813,Electronics,474,10-09-2025,No,403
O108155,C14078,P203730,Grocery,3,13-07-2025,No,6
O108156,C14661,P211684,Beauty,31,01-06-2025,No,55
O108157,C11367,P238890,Beauty,9,20-03-2025,No,7
O108158,C14042,P234563,Grocery,49,08-05-2024,No,44
O108159,C16197,P210041,Grocery,13,11-04-2025,No,13
O108160,C15849,P208187,Toys,2,18-11-2024,No,2
O108161,C12575,P237608,Toys,7,22-03-2025,No,7
O108162,C16754,P232624,Toys,7,08-04-2024,No,7
O108163,C13603,P210919,Toys,8,21-01-2025,No,8
O108164,C11581,P203726,Home,117,14-11-2023,No,117
O108165,C11986,P231716,Grocery,4,01-04-2025,No,3
O108166,C12240,P233027,Sports,62,25-01-2025,No,62
O108167,C13966,P201843,Home,35,02-06-2024,No,100
O108168,C12105,P213754,Home,155,29-11-2024,No,395
O108169,C17604,P228853,Sports,93,30-06-2024,No,371
O108170,C17278,P202280,Home,140,18-06-2025,No,119
O108171,C10128,P225531,Toys,69,05-02-2025,No,139
O108172,C15968,P229788,Electronics,216,15-01-2024,No,647
O108173,C14801,P207796,Grocery,4,07-05-2025,No,4
O108174,C13996,P204567,Fashion,334,17-03-2024,No,636
O108175,C10851,P230211,Electronics,69,21-07-2024,No,69
O108176,C17493,P209300,Toys,35,05-02-2024,No,35
O108177,C14103,P232150,Fashion,14,28-09-2023,No,13
O108178,C12076,P201255,Toys,24,27-02-2025,No,24
O108179,C15231,P231828,Fashion,37,12-04-2025,No,73
O108180,C12994,P206462,Grocery,25,06-02-2025,No,25
O108181,C13744,P243200,Fashion,70,01-11-2024,No,66
O108182,C16274,P218042,Electronics,111,02-02-2025,No,106
O108183,C16331,P227560,Grocery,15,22-07-2024,No,15
O108184,C15794,P219032,Electronics,130,25-08-2025,No,220
O108185,C12756,P247710,Grocery,3,12-10-2023,No,3
O108186,C15594,P212150,Toys,4,24-11-2024,No,3
O108187,C17531,P203371,Electronics,89,29-11-2023,No,85
O108188,C17371,P219813,Home,170,25-08-2025,No,170
O108189,C16355,P207620,Electronics,1624,04-07-2025,No,3248
O108190,C11644,P202932,Fashion,60,29-04-2024,No,121
O108191,C14371,P221470,Fashion,66,22-05-2025,No,118
O108192,C13144,P209778,Beauty,40,06-08-2024,No,36
O108193,C15798,P223033,Grocery,30,24-05-2025,No,120
O108194,C15891,P210304,Electronics,151,17-10-2024,No,136
O108195,C10242,P208119,Fashion,51,08-01-2024,No,182
O108196,C14085,P247325,Beauty,9,14-05-2024,No,9
O108197,C17954,P214407,Electronics,292,26-09-2023,No,789
O108198,C17269,P204983,Sports,33,26-06-2025,No,56
O108199,C17130,P202521,Home,19,03-01-2025,No,37
O108200,C16828,P219086,Grocery,2,11-12-2023,No,6
O108201,C10170,P249170,Beauty,95,13-06-2025,No,227
O108202,C10652,P249111,Home,11,20-06-2024,No,11
O108203,C16028,P200783,Sports,125,25-06-2025,No,626
O108204,C16331,P242666,Toys,45,18-08-2025,No,43
O108205,C13512,P216798,Toys,12,15-12-2024,No,36
O108206,C15205,P208555,Fashion,66,08-05-2024,No,66
O108207,C11499,P210767,Home,66,09-08-2025,No,63
O108208,C12099,P201103,Home,109,22-03-2025,No,98
O108209,C12158,P205309,Home,371,15-09-2024,No,1114
O108210,C11972,P233939,Fashion,7,16-01-2025,No,7
O108211,C17020,P208634,Sports,41,08-06-2025,No,28
O108212,C13925,P239176,Electronics,86,26-08-2025,No,73
O108213,C15162,P212135,Fashion,39,29-01-2025,No,27
O108214,C12258,P232044,Electronics,528,04-03-2025,No,502
O108215,C14039,P220945,Electronics,1270,11-11-2023,No,2541
O108216,C12035,P246478,Fashion,13,14-02-2025,No,13
O108217,C13271,P239404,Toys,3,18-03-2024,No,3
O108218,C17977,P202589,Grocery,3,13-06-2025,No,3
O108219,C10857,P210031,Home,466,11-02-2024,Yes,466
O108220,C13823,P209695,Fashion,24,25-11-2024,No,24
O108221,C16770,P215527,Toys,8,09-11-2024,No,16
O108222,C11049,P205722,Electronics,482,18-03-2024,No,963
O108223,C13990,P246170,Electronics,92,08-01-2024,No,174
O108224,C10298,P249874,Fashion,26,09-11-2024,No,50
O108225,C17244,P200841,Home,31,07-04-2025,No,31
O108226,C10923,P218731,Toys,74,05-07-2025,No,74
O108227,C14232,P200645,Grocery,5,30-07-2025,No,5
O108228,C15139,P232116,Beauty,11,13-07-2024,No,10
O108229,C16583,P240983,Home,142,09-06-2024,No,271
O108230,C14306,P229402,Fashion,6,26-01-2024,No,10
O108231,C12799,P249158,Home,150,23-04-2025,No,127
O108232,C15670,P231749,Grocery,9,22-10-2023,No,18
O108233,C16578,P236469,Home,37,13-09-2024,No,37
O108234,C14875,P213908,Fashion,38,11-03-2025,No,38
O108235,C15326,P242231,Fashion,344,25-01-2024,No,327
O108236,C14062,P245221,Home,250,03-06-2024,No,476
O108237,C16582,P212715,Beauty,93,25-10-2023,No,93
O108238,C14045,P238398,Home,353,04-08-2024,No,353
O108239,C11802,P248670,Sports,179,06-06-2024,Yes,161
O108240,C12713,P235324,Beauty,13,04-03-2024,No,12
O108241,C15161,P219338,Sports,139,09-03-2025,No,132
O108242,C14506,P207387,Toys,12,12-07-2025,No,12
O108243,C17690,P223172,Toys,13,26-09-2023,No,13
O108244,C12853,P226175,Fashion,107,30-11-2023,No,107
O108245,C12657,P230795,Beauty,9,01-10-2023,No,9
O108246,C14522,P242626,Sports,45,29-06-2024,No,42
O108247,C13346,P246398,Electronics,917,20-05-2025,No,3483
O108248,C11471,P237429,Toys,26,10-07-2024,No,128
O108249,C12949,P203801,Fashion,8,31-08-2025,No,8
O108250,C10941,P207413,Toys,5,01-04-2025,No,3
O108251,C11907,P244839,Electronics,332,10-01-2025,No,332
O108252,C14837,P217665,Sports,168,11-11-2023,No,159
O108253,C15488,P210856,Electronics,562,12-01-2025,No,562
O108254,C11243,P231100,Home,83,09-03-2024,No,331
O108255,C15696,P243855,Electronics,147,27-09-2023,No,147
O108256,C15351,P208187,Fashion,81,06-10-2024,Yes,146
O108257,C14423,P225784,Grocery,39,27-06-2024,No,37
O108258,C11466,P249454,Electronics,241,27-12-2024,No,241
O108259,C16195,P213805,Home,29,25-03-2025,No,29
O108260,C13957,P241715,Sports,103,16-07-2024,Yes,410
O108261,C11966,P242186,Electronics,74,14-02-2024,No,70
O108262,C10375,P207575,Electronics,357,27-04-2024,No,715
O108263,C10262,P242193,Electronics,112,13-05-2025,No,101
O108264,C14362,P238746,Sports,81,06-02-2025,No,81
O108265,C16502,P247204,Grocery,14,07-09-2025,No,14
O108266,C13388,P228093,Toys,14,18-09-2024,No,14
O108267,C13395,P209089,Grocery,24,31-10-2023,No,24
O108268,C11944,P229454,Beauty,15,21-03-2025,No,15
O108269,C17833,P222474,Grocery,3,17-05-2025,No,10
O108270,C11893,P208154,Fashion,36,24-09-2024,No,36
O108271,C15997,P240951,Home,446,07-01-2024,No,379
O108272,C16795,P222064,Home,289,09-06-2025,No,289
O108273,C13634,P227886,Electronics,171,02-09-2024,No,154
O108274,C11652,P229398,Toys,7,25-07-2025,No,7
O108275,C15540,P236130,Electronics,265,28-02-2025,No,794
O108276,C14141,P243869,Sports,115,15-12-2023,No,109
O108277,C13892,P209646,Home,354,29-10-2024,Yes,354
O108278,C10599,P225391,Electronics,359,11-10-2024,No,323
O108279,C14815,P228822,Fashion,94,19-02-2025,No,89
O108280,C11912,P248523,Fashion,64,25-10-2024,No,114
O108281,C11292,P237872,Grocery,2,10-12-2023,No,11
O108282,C10600,P221999,Sports,229,04-07-2025,No,457
O108283,C10380,P209512,Beauty,8,13-05-2025,No,7
O108284,C14213,P229340,Electronics,198,17-02-2024,No,198
O108285,C13637,P216069,Home,252,04-11-2023,No,641
O108286,C12163,P249074,Electronics,1309,28-02-2024,No,2618
O108287,C17797,P249023,Toys,9,25-02-2025,No,28
O108288,C14355,P204502,Electronics,207,16-12-2023,No,828
O108289,C11098,P232236,Beauty,19,05-03-2025,No,16
O108290,C15599,P248020,Sports,78,10-07-2024,No,70
O108291,C16448,P224007,Home,193,15-06-2024,No,193
O108292,C16150,P220971,Beauty,45,28-06-2024,No,42
O108293,C10365,P206037,Toys,95,03-12-2023,No,379
O108294,C15753,P242060,Fashion,85,16-07-2025,No,162
O108295,C12570,P227361,Beauty,12,07-12-2024,No,9
O108296,C13419,P214466,Sports,54,27-02-2025,No,54
O108297,C15557,P233764,Fashion,52,16-09-2023,No,52
O108298,C16120,P230583,Electronics,427,23-02-2024,No,854
O108299,C17382,P209627,Fashion,10,09-03-2025,No,10
O108300,C12476,P221593,Grocery,7,04-02-2025,No,5
O108301,C10790,P220084,Fashion,16,09-08-2024,Yes,16
O108302,C13569,P223149,Electronics,280,10-08-2025,No,224
O108303,C17707,P237752,Electronics,110,26-05-2024,No,105
O108304,C10746,P216737,Fashion,48,08-01-2024,No,48
O108305,C16510,P202318,Electronics,255,12-11-2023,No,726
O108306,C10312,P246471,Home,78,24-06-2025,No,78
O108307,C14633,P245487,Fashion,56,12-10-2024,No,113
O108308,C10920,P225314,Toys,13,22-12-2024,Yes,13
O108309,C11077,P235287,Grocery,8,27-04-2025,No,8
O108310,C17708,P230451,Home,149,26-09-2024,No,141
O108311,C15586,P205427,Grocery,2,10-07-2024,No,2
O108312,C17008,P237371,Home,85,02-01-2025,No,76
O108313,C17331,P224630,Sports,31,25-06-2025,No,31
O108314,C12829,P233667,Electronics,63,03-12-2024,No,53
O108315,C12381,P226678,Electronics,61,25-07-2024,No,184
O108316,C13618,P225099,Electronics,110,05-01-2024,No,110
O108317,C10797,P231634,Fashion,33,10-08-2024,No,33
O108318,C14443,P216846,Sports,92,10-04-2024,No,83
O108319,C10272,P217885,Electronics,566,17-07-2025,No,453
O108320,C13010,P212068,Electronics,354,20-10-2024,No,708
O108321,C14815,P217099,Grocery,11,06-10-2023,No,10
O108322,C11773,P238098,Sports,14,02-11-2024,No,26
O108323,C17581,P227873,Home,57,12-01-2025,No,57
O108324,C12547,P223558,Electronics,433,15-12-2024,No,433
O108325,C13164,P230518,Toys,8,21-01-2024,No,8
O108326,C14780,P209180,Electronics,343,23-12-2024,No,275
O108327,C16222,P216595,Beauty,26,13-11-2023,No,26
O108328,C14717,P223740,Sports,46,17-06-2024,No,46
O108329,C16135,P227722,Home,122,01-06-2025,No,310
O108330,C17384,P249905,Grocery,3,10-09-2024,No,3
O108331,C10946,P248241,Electronics,472,22-03-2025,No,448
O108332,C16501,P203750,Toys,2,04-10-2023,No,10
O108333,C12665,P211881,Beauty,4,17-12-2024,No,3
O108334,C10506,P219606,Beauty,53,29-06-2024,No,50
O108335,C15678,P216819,Grocery,12,08-05-2025,No,12
O108336,C17348,P226477,Beauty,7,04-08-2025,No,21
O108337,C16719,P228755,Toys,20,06-03-2024,No,60
O108338,C17413,P225811,Electronics,200,10-05-2024,No,170
O108339,C10243,P237697,Toys,8,21-05-2024,No,8
O108340,C10505,P247564,Toys,35,15-12-2023,No,30
O108341,C14517,P218344,Grocery,10,04-09-2024,No,10
O108342,C17487,P220656,Grocery,6,20-07-2024,No,6
O108343,C13158,P226382,Fashion,146,18-01-2025,No,139
O108344,C16360,P231031,Home,34,09-06-2024,No,101
O108345,C17657,P205813,Grocery,3,27-05-2025,No,3
O108346,C13590,P201724,Sports,20,07-08-2024,No,19
O108347,C17445,P201494,Home,28,10-07-2025,No,55
O108348,C11872,P218363,Electronics,145,04-11-2023,No,145
O108349,C13793,P221812,Fashion,64,16-01-2024,No,61
O108350,C17152,P220437,Sports,120,12-08-2025,No,227
O108351,C11192,P241205,Toys,30,27-10-2023,No,61
O108352,C14425,P230524,Home,123,28-10-2024,No,117
O108353,C14745,P207160,Electronics,271,17-10-2024,No,243
O108354,C11464,P241343,Beauty,17,11-09-2024,No,17
O108355,C10390,P223593,Grocery,28,25-06-2024,No,23
O108356,C15615,P200284,Home,65,12-10-2024,No,65
O108357,C14476,P248083,Grocery,30,07-09-2024,No,30
O108358,C13377,P237851,Fashion,21,29-09-2024,No,18
O108359,C14837,P220378,Grocery,3,25-05-2025,No,16
O108360,C16106,P208491,Toys,8,08-04-2024,No,7
O108361,C14915,P200900,Grocery,10,16-05-2025,No,10
O108362,C10672,P201459,Toys,53,25-10-2023,No,53
O108363,C12560,P213680,Fashion,15,03-04-2025,Yes,14
O108364,C15867,P219305,Grocery,12,11-07-2025,No,12
O108365,C17092,P235301,Sports,34,10-09-2024,No,102
O108366,C11211,P232692,Electronics,418,05-08-2025,No,1254
O108367,C10929,P239347,Electronics,253,21-04-2024,No,1013
O108368,C11539,P217189,Home,184,06-10-2024,No,552
O108369,C10912,P207595,Toys,40,28-02-2025,No,120
O108370,C10643,P218612,Beauty,13,20-11-2024,Yes,12
O108371,C14522,P201921,Beauty,71,04-08-2024,No,71
O108372,C10501,P237740,Electronics,255,17-11-2023,No,255
O108373,C10729,P202387,Home,373,08-05-2024,No,709
O108374,C11283,P210730,Electronics,135,03-10-2023,No,135
O108375,C17680,P214830,Home,309,30-06-2024,No,309
O108376,C12118,P234764,Grocery,6,19-07-2024,No,6
O108377,C16621,P204825,Toys,29,10-04-2024,No,25
O108378,C17345,P205282,Fashion,175,08-03-2024,No,314
O108379,C14552,P213869,Beauty,63,10-11-2023,No,50
O108380,C16332,P215451,Home,92,02-12-2023,No,92
O108381,C14386,P232872,Electronics,187,12-06-2025,No,178
O108382,C17687,P241398,Grocery,13,20-04-2024,No,54
O108383,C13836,P217905,Home,171,27-01-2024,No,137
O108384,C10919,P234119,Home,112,27-03-2025,No,112
O108385,C14050,P202698,Sports,196,21-05-2024,No,156
O108386,C12339,P219996,Fashion,8,13-06-2025,No,8
O108387,C16065,P216892,Fashion,50,10-10-2024,No,45
O108388,C10755,P248068,Fashion,42,08-02-2025,No,67
O108389,C15754,P238078,Home,15,15-07-2025,No,15
O108390,C15930,P206190,Fashion,6,16-03-2024,No,25
O108391,C15402,P213166,Grocery,13,09-09-2025,No,11
O108392,C15663,P229689,Sports,22,15-12-2023,No,21
O108393,C11869,P235590,Grocery,20,23-03-2024,No,19
O108394,C14472,P231604,Toys,61,09-08-2024,No,121
O108395,C17825,P249215,Sports,29,27-08-2025,No,29
O108396,C15275,P203921,Fashion,84,26-11-2023,No,84
O108397,C10507,P228991,Beauty,25,22-11-2024,No,24
O108398,C11436,P217243,Fashion,34,30-10-2023,Yes,34
O108399,C12575,P243787,Electronics,391,20-08-2025,No,391
O108400,C13426,P234315,Beauty,43,03-05-2024,No,43
O108401,C10558,P232035,Beauty,89,11-07-2025,No,447
O108402,C17930,P234844,Electronics,401,08-02-2025,No,381
O108403,C17354,P246730,Fashion,73,23-10-2023,No,290
O108404,C13102,P216820,Electronics,354,17-05-2025,Yes,354
O108405,C16403,P222469,Sports,92,10-06-2024,No,92
O108406,C14516,P246676,Grocery,2,13-04-2024,No,4
O108407,C15648,P236425,Sports,27,28-08-2025,No,27
O108408,C13622,P249914,Toys,11,13-12-2024,No,11
O108409,C14399,P200735,Home,148,25-08-2025,No,281
O108410,C15037,P207214,Electronics,76,18-12-2023,No,76
O108411,C14057,P223968,Sports,87,15-07-2025,No,87
O108412,C17206,P244624,Fashion,6,16-01-2025,No,6
O108413,C17656,P236862,Home,201,20-10-2024,No,403
O108414,C13715,P204728,Sports,118,13-07-2025,No,100
O108415,C16685,P236497,Grocery,11,01-03-2024,No,10
O108416,C17837,P207241,Home,121,01-04-2025,No,121
O108417,C11301,P217460,Grocery,37,16-05-2024,No,37
O108418,C17370,P210472,Home,322,25-07-2025,No,322
O108419,C15185,P234598,Electronics,562,14-09-2024,No,955
O108420,C12155,P242858,Home,64,19-04-2025,No,173
O108421,C16411,P217057,Toys,4,25-08-2025,No,3
O108422,C16365,P249700,Beauty,13,11-05-2025,No,50
O108423,C15923,P214432,Sports,147,17-12-2023,No,147
O108424,C15649,P233663,Beauty,26,24-04-2024,No,22
O108425,C17257,P218953,Beauty,33,26-08-2025,No,33
O108426,C10692,P217297,Fashion,10,01-07-2025,Yes,9
O108427,C14350,P240041,Fashion,13,29-10-2024,No,27
O108428,C11478,P206696,Fashion,59,27-12-2023,No,47
O108429,C16396,P229347,Home,71,09-11-2023,No,71
O108430,C10256,P221249,Toys,11,11-12-2023,No,11
O108431,C12430,P219657,Toys,12,27-08-2024,No,24
O108432,C10441,P222960,Electronics,567,19-02-2025,No,538
O108433,C11881,P247810,Beauty,32,01-10-2024,No,32
O108434,C12646,P247668,Home,25,24-03-2025,No,25
O108435,C15209,P245202,Beauty,13,18-10-2023,No,13
O108436,C13820,P217906,Sports,120,26-05-2025,No,120
O108437,C16533,P240245,Fashion,189,08-06-2025,No,151
O108438,C14677,P202802,Grocery,33,02-01-2025,No,33
O108439,C17211,P235890,Grocery,5,10-01-2025,No,19
O108440,C11735,P245550,Electronics,72,12-04-2024,No,72
O108441,C13735,P235224,Sports,94,25-08-2025,No,94
O108442,C12645,P218033,Electronics,219,18-12-2023,No,187
O108443,C10018,P235088,Electronics,116,16-04-2025,No,197
O108444,C11124,P243465,Grocery,15,03-08-2024,No,15
O108445,C13985,P217527,Sports,27,06-02-2025,No,27
O108446,C12654,P211964,Fashion,26,12-11-2023,No,26
O108447,C17933,P241005,Sports,166,16-11-2024,No,298
O108448,C15476,P219698,Toys,25,16-03-2024,No,25
O108449,C15661,P204406,Toys,20,09-06-2024,No,37
O108450,C17928,P229002,Electronics,918,07-12-2023,No,826
O108451,C12080,P228682,Toys,5,19-04-2024,No,4
O108452,C16089,P207591,Toys,25,18-03-2024,No,24
O108453,C17396,P203119,Beauty,6,19-06-2025,No,6
O108454,C11547,P221873,Home,29,07-06-2024,No,28
O108455,C17797,P236279,Electronics,279,11-01-2024,No,279
O108456,C10861,P236596,Fashion,6,16-03-2025,No,6
O108457,C10154,P216949,Home,102,20-02-2025,No,102
O108458,C13494,P207651,Toys,2,03-01-2024,No,10
O108459,C10904,P226896,Toys,20,04-08-2025,No,20
O108460,C11269,P231660,Home,59,05-08-2024,No,107
O108461,C10404,P241860,Toys,4,15-11-2023,No,4
O108462,C10843,P210370,Toys,32,13-11-2024,No,51
O108463,C11782,P244552,Beauty,15,09-05-2024,No,15
O108464,C11564,P235539,Fashion,34,09-09-2025,Yes,135
O108465,C11184,P206777,Fashion,28,03-02-2025,No,28
O108466,C10746,P200113,Electronics,78,09-11-2024,No,55
O108467,C11725,P200531,Electronics,250,03-12-2024,No,1001
O108468,C13188,P209714,Electronics,406,27-01-2025,No,386
O108469,C10270,P203410,Sports,240,06-07-2025,No,240
O108470,C14865,P209236,Electronics,519,22-08-2025,No,519
